,text,term,polarity
1768,GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,PORTABILITY,1
1769,GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,PROCESSING,1
1770,I use a cooling pad but it doesn't help.,cooling pad,-1
1771,Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,Supplied software,0
1772,Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,software,1
1773,Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,Windows,-1
1774,I'm tired of the inept service.,service,-1
1775,"Garageband is easy to work with, like all the other apple applications I've had experience with.",Garageband,1
1776,"Garageband is easy to work with, like all the other apple applications I've had experience with.",apple applications,1
1777,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",bios,-1
1778,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",bios,-1
1779,"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",extended warranty,-1
1780,"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charging,-1
1781,"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charge,-1
1782,"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charge,0
1783,This laptop looked brand new and was shipped very quickly.,shipped,1
1784,"Info: Windows failed to load because the kernal is missing, or corrupt.",Windows,-1
1785,"Info: Windows failed to load because the kernal is missing, or corrupt.",kernal,-1
1786,"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.",display,1
1787,"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.",battery life,1
1788,"But the quality, in general was less than the worth of the cheap laptop.",quality,-1
1789,In the first moth of owning this computer its hardrive failed which had to be replaced.,hardrive,-1
1790,Its also FUN to use!,use,1
1791,"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.",graphics,1
1792,"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.",screen,1
1793,"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",upgraded memory,1
1794,"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",applications,0
1795,"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",running,1
1796,"Simple to use, and great graphics.",graphics,1
1797,"Simple to use, and great graphics.",use,1
1798,The internet speed is spectacular.,internet speed,1
1799,They claim call center is still down.,call center,-1
1800,Mac also has many apps and programs that are quite cheap or free.,apps,1
1801,Mac also has many apps and programs that are quite cheap or free.,programs,1
1802,"My husband uses it mostly for games, email and music.",games,0
1803,I just took the broken cords into the Apple store and they gave me new ones.,cords,1
1804,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen,0
1805,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen,0
1806,"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.",OS,0
1807,The computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan.,fan,-1
1808,"I have in the past gotten superfine sandpaper and ""fixed"" the edges by rounding them off.",edges,-1
1809,Downfalls: sharp edges.,edges,-1
1810,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,carry,0
1811,The screen is gorgeous - yummy good.,screen,1
1812,"Did I mention everything about it, from size to weight to keyboard screams BULK?",size,-1
1813,"Did I mention everything about it, from size to weight to keyboard screams BULK?",weight,-1
1814,"Did I mention everything about it, from size to weight to keyboard screams BULK?",keyboard,-1
1815,I had it four months when my disc drive refused to open.,disc drive,-1
1816,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",hard drive,0
1817,"Once again, I was told it was the suspicious  power supply  problem.",power supply,-1
1818,"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",display,1
1819,"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",starts,1
1820,Unable to boot up this brand new laptop.,boot up,-1
1821,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",Pages,1
1822,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",Keynotes,1
1823," I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",hard drive,-1
1824," I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",mother board,-1
1825," I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",dvd drive,-1
1826,"The guy then said that if I insist on having the hinge tightened, they can do it for me but I have to accept the condition after the ""repair"".",hinge,0
1827,"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",motherboard,0
1828,"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",port,0
1829,"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",plug,-1
1830,"I love the feel of the key board, as well as the trackpad.",key board,1
1831,"I love the feel of the key board, as well as the trackpad.",trackpad,1
1832,Now I have the best of both worlds with all of the power and ease of the Mac!,power,1
1833,Now I have the best of both worlds with all of the power and ease of the Mac!,ease,1
1834,Ease of use is just one of the benefits I love about my Mac.,use,1
1835,-Touchpad will take a bit of time to get used to.,Touchpad,0
1836,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,connection card,0
1837,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,warranty,-1
1838,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,warranty,-1
1839,"But, buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the other model with 8GB of RAM.",4GB of RAM,0
1840,"But, buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the other model with 8GB of RAM.",8GB of RAM,0
1841,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",game,0
1842,"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",Browsing,1
1843,"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",itunes,1
1844,"Again, decent comp for the price, and I was in need of one quickly as my other laptop died on me.",price,1
1845,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,setup,-1
1846,"My friend just had to replace his entire motherboard, so did my wife, and it looks like I will have to as well.",motherboard,-1
1847,"  Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",Toshiba customer services,-1
1848,Quality Display  I was surprised with the performance and quality of this HP Laptop.,Quality Display,1
1849,Quality Display  I was surprised with the performance and quality of this HP Laptop.,performance,1
1850,Quality Display  I was surprised with the performance and quality of this HP Laptop.,quality,1
1851,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,-1
1852,The internet capabilities are also very strong and picks up signals very easily.,internet capabilities,1
1853,"Its fast, has High definition quality in the videos.",High definition quality,1
1855,Another Great thing is the Beast graphics.,Beast graphics,1
1856,The ease of set up was terrific.,set up,1
1857,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,wall charger,0
1858,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,battery,1
1860,The battery life is probably an hour at best.,battery life,-1
1861,This is a review of windows vista system.,windows vista system,0
1862,"cosmetically, the only thing they changed was 2 of the Function keys at the top.",Function keys,0
1863,But sadly the replacement froze-up while updating the BIOS again and shut down and would not turn back on.,BIOS,-1
1864,  There's literally no way to make it sing with Vista.,Vista,-1
1865,Screen size is perfect for portable use in any environment.,Screen size,1
1866,"First, it does not have a push button to open the lid.",push button,-1
1867,"First, it does not have a push button to open the lid.",lid,0
1868,"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",Pentium 4,0
1869,"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",1 GB ram,0
1870,I now realize that my $900 would have been better spent on a Windows laptop.,Windows,1
1871,) And printing from either word processor is an adventure.,word processor,-1
1872,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",interface device,-1
1873,Another included program that is laughable is the chess game.,included program,-1
1874,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",expese,-1
1875,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",Microsoft Office apps,1
1876,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",internet use,1
1877,"The price was very good, and the product is top quality.",price,1
1878,"The price was very good, and the product is top quality.",quality,1
1879,It played various games without problems and ran aero smoothly and flawlessly.,games,0
1880,It played various games without problems and ran aero smoothly and flawlessly.,aero,0
1881,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,0
1882,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,-1
1883,  The screen almost looked like a barcode when it froze.,screen,-1
1884,"From the get-go, the M6809 was unsteady in its operation;",operation,-1
1885,"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.",screen,1
1886,"It even has a great webcam, and Skype works very well.",webcam,1
1887,"It even has a great webcam, and Skype works very well.",Skype,1
1888,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",machined aluminum frame,1
1889,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",keyboard,1
1890,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,parallels type program,1
1891,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,software,1
1892,This computer I used daily nice compact design.,design,1
1893,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",ATI graphics card,1
1894,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",Intel built-in card,1
1895,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",games,0
1896,It was hard to handle and operate at school.,handle,-1
1897,It was hard to handle and operate at school.,operate,-1
1898,It has easy to use features and all the speed and power I could ask for.,features,1
1899,It has easy to use features and all the speed and power I could ask for.,speed,1
1900,It has easy to use features and all the speed and power I could ask for.,power,1
1901,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",power supply cord,-1
1902,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",Applecare warranty plan,1
1903,I preferred the fit and feel of the 13 inch.,13 inch,1
1904,power supply went bad after 2 weeks --,power supply,-1
1905,"The screen takes some getting use to, because it is smaller than the laptop.",screen,-1
1906,I regret buying it before understanding how awful it is to use.,use,-1
1907,The right speaker did not work.,right speaker,-1
1908,  Dealing with the support drone on the other end of the chat was sheer torture.,support,-1
1909,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",Final Cut Pro,1
1910,"The computer runs extremely slowly, whether opening Word or My Computer.",runs,-1
1911,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Mac Snow Leopard O/S,1
1912,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win XP,0
1913,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Visa,0
1914,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win7,0
1915,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",use,1
1916,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",Startup,0
1917,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",shutdown,0
1918,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",resume from sleep,0
1919,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",screen,1
1920,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",keyboard,1
1921,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",fit,1
1922,I have only had PCs with Windows before so this takes a little getting use to.,Windows,0
1923,super fast processor and really nice graphics card..,processor,1
1924,super fast processor and really nice graphics card..,graphics card,1
1925,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",size,1
1926,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",external keyboard,0
1927,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",mouse,0
1928,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",monitor,0
1929,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,windows 7 system,-1
1930,"I dislike the weight and size, cubersome.",weight,-1
1931,"I dislike the weight and size, cubersome.",size,-1
1932,The wheel that turns the volume up and down doesn't work in real time.,wheel,-1
1933,I cannot be happier with the service or product.,service,1
1934,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",flatline keyboard,1
1935,Speakers doesn't sound that great.,Speakers,-1
1936,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",windows 7,1
1937,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",ergonomics,-1
1938,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",connections,-1
1939,"After numerous calls to Applecare tech support, I was directed to send in my computer;",Applecare tech support,-1
1940,"The ""abuse"" is that I pushed the power plug in too hard.",power plug,-1
1941,The resolution on the screen is almost pure HD.,resolution on the screen,1
1942,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",programs,0
1943,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",iLife,0
1944,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",iWork,0
1945,"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason.",gaming,-1
1946,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",delivery,1
1947,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",value,1
1948,The Internet Explorer was very slow from the very beginning.,Internet Explorer,-1
1949,The AC power port becomes loose over time,AC power port,-1
1950,"As a user of a PC, I will will admit that the macBook Pro has a better running system in which I found myself ""Getting the job done quicker.",running system,1
1951,"There are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",programs,-1
1952,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,1
1953,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,-1
1954,Enjoy that Toshib force and durability unparalleled,force,1
1955,Enjoy that Toshib force and durability unparalleled,durability,1
1956,Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.,Vista Business,1
1957,"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",surf the web,0
1958,"We love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen,1
1959,"We love the size of the screen, although it is still lightweight and very easy to tote around.",tote,1
1960,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work,-1
1961,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",use,1
1962,  the battery is irreplaceable.,battery,-1
1963,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",Win 7,1
1964,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",2GB stick of memory,1
1965,"I have never really been big on downloading anything so I wasn't too worried about getting a virus, plus I thought I was protected by Norton.",Norton,-1
1966,"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",internet,-1
1967,"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",command prompt,-1
1968,It's software and speed enable it to do amazing things.,software,1
1969,It's software and speed enable it to do amazing things.,speed,1
1970,Could not keep up with me and finally the hard drive went out.,hard drive,-1
1971,"I am most impressed with the programming, including the iPhoto.",programming,1
1972,"I am most impressed with the programming, including the iPhoto.",iPhoto,1
1973,Speakers too small to be of any real use.,Speakers,-1
1974,"I upgraded it's RAM to 2GB, I am very happy with it.",RAM,1
1975,I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,speakers,1
1976,They should have included more memory on their computers if they knew Vista would run slowly.,memory,-1
1977,They should have included more memory on their computers if they knew Vista would run slowly.,Vista,-1
1978,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,Battery life,-1
1979,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,price,1
1980,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,-1
1981,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,-1
1982,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,-1
1983,  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,warrenty,0
1984,  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,hard drive,-1
1985,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",Windows 7 Starter,1
1986,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,icon list,1
1987,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,desktop icons,-1
1988,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,warranty,-1
1989,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",price,1
1990,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",performance,1
1991,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",built,1
1992,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",look,1
1993,"The apple care has never failed me, and I expect it to be the same for this computer as well.",apple care,1
1994,The Toshiba laptop I am using is easier to use than most I have tried.,use,1
1995,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",warranty,0
1996,So we exchanged it for the same on and after 2 hours it didn't work.,work,-1
1997,"I love the size, keyboard, the functions.",size,1
1998,"I love the size, keyboard, the functions.",keyboard,1
1999,"I love the size, keyboard, the functions.",functions,1
2000,the mouse is way way way to sensitve.,mouse,-1
2001,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS,1
2002,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,run,1
2003,"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me.",screen,-1
2004,"After way too many times sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.",delivery service,-1
2005,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",performance,1
2006,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",picture quality,1
2007,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",use,1
2008,the i3 processor doesn't seem to run hot and the fan rarely turns on.,i3 processor,1
2009,the i3 processor doesn't seem to run hot and the fan rarely turns on.,fan,1
2010,"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,-1
2011,"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,-1
2012,"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,-1
2013,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",mousepad,0
2014,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",keys,0
2015,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",casing,0
2016,See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,operating system,0
2017,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",resolution of the screen,-1
2018,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",touchpad,-1
2019,very convenient when you travel and the battery life is excellent...,battery life,1
2020,  The machine is slow to boot up and occasionally crashes completely.,boot up,-1
2021,This is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,charge,1
2022,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,OS,0
2023,the screen brightness automatically adjusts.,screen brightness,0
2024,I especially like the backlit keyboard.,backlit keyboard,1
2025,"Besides the great look, it is a great machine.",look,1
2026,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",cost,-1
2027,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",sound,-1
2028,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),SATA controller,0
2029,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),motherboard chip,0
2030,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),CPU,0
2031,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),hard drive,0
2032,The buttons you have to press a little harder than most.,buttons,-1
2033,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery life,-1
2034,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,0
2035,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,-1
2036,Right size and weight for portability.,size,1
2037,Right size and weight for portability.,weight,1
2038,Right size and weight for portability.,portability,1
2039,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,-1
2040,"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",Windows Vista Home Premium,0
2041,"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",1GB of RAM,-1
2042,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,display,-1
2043,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,brightness,0
2044,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,electronic fuzz sound,-1
2045,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,headphone jack,-1
2046,"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.",keyboard,0
2047,"Treat yourself to a more expensive, long-lasting laptop of quality like a Sony, Apple, or Toshiba.",quality,1
2048,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",warranty,0
2049,Was searching online for a power supply when I found this site.,power supply,0
2050,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",gaming,0
2051,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",graphics editing,0
2052,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",complex data analysis,0
2053,  I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,costs,-1
2054,(No problem with the ordering or shipping by the way.,shipping,1
2055,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,ram,1
2056,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,performance,1
2057,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,surf the web,1
2058,The one thing I wish it had was a detailed hardcopy manuel.,hardcopy manuel,-1
2059,"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive.",drive,-1
2060,"Fast, great visual!",visual,1
2061,It's priced very reasonable and works very well right out of the box.,priced,1
2062,It's priced very reasonable and works very well right out of the box.,works,1
2063,You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,OS,0
2064,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",keyboard,1
2065,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",plate,-1
2066,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",mouse command buttons,-1
2067,There are so many wonderful features and benefits to the new MacBook!,features,1
2068,the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,speeds,1
2069,The only thing i can say is that the touch pad doesnt work like it should all the time.,touch pad,-1
2070,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",size,1
2071,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",features,1
2072,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",lighted keyboard,1
2073,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",mouse pad,1
2074,Battery life needs more life.,Battery life,-1
2075,For some odd reasons the computer doesn't reconize the operation system.,operation system,-1
2076,The trackpad was easy to learn and navigate.,trackpad,1
2077,"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",Applications,1
2078,I respond that I do not have the old computer and this way I would lose the data on my hard drive.,hard drive,-1
2079,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Windows,0
2080,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Warrenty,0
2081,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,agents,-1
2082,Even though the computer is larger they did not make the keyboard larger.,keyboard,-1
2083,We paid for the three year warranty and the extended warranty after that one ended as well.,three year warranty,0
2084,We paid for the three year warranty and the extended warranty after that one ended as well.,extended warranty,0
